taxa,count
Nabis_spp_,1
Toxomerus_marginatus,1
Dolichopodidae,1
Cantharidae_unknown,1
Carabidae,2
A082,4
Cotesia_spp,1
Microplitis_spp,1
Eurytomid_A061,1
